ner_tag_id,study_id,tag,start_id,end_id,text,probability,model,norm_text,min,max,unit,per_weight_unit,weight_reference,per_time_unit,dose_type
5230,6134,Dosage,1746,1751,25 mg,0.8192167282104492,vera-bernhard,25 mg,25.0,25.0,mg,,,,absolute
5231,6140,Application area,97,105,Diabetes,0.5585334300994873,vera-bernhard,,,,,,,,
5232,6143,Application area,46,49,MDD,0.8646796345710754,vera-bernhard,,,,,,,,
5233,6143,Application area,147,150,MDD,0.5490860342979431,vera-bernhard,,,,,,,,
5234,6144,Application area,24,49,Major Depressive Disorder,0.9338532487551371,vera-bernhard,,,,,,,,
5235,6144,Application area,68,88,Alcohol Use Disorder,0.8304631114006042,vera-bernhard,,,,,,,,
5236,6144,Dosage,200,205,25 mg,0.9733856320381165,vera-bernhard,25 mg,25.0,25.0,mg,,,,absolute
5237,6144,Application area,530,533,MDD,0.846027672290802,vera-bernhard,,,,,,,,
5238,6144,Application area,538,541,AUD,0.7742429971694946,vera-bernhard,,,,,,,,
5239,6144,Dosage,1238,1243,25 mg,0.9801340103149414,vera-bernhard,25 mg,25.0,25.0,mg,,,,absolute
5240,6151,Application area,30,40,Depression,0.9175963401794434,vera-bernhard,,,,,,,,
5241,6151,Application area,45,62,Suicidal Ideation,0.892467200756073,vera-bernhard,,,,,,,,
5242,6151,Application area,158,166,suicidal,0.5948759317398071,vera-bernhard,,,,,,,,
5243,6152,Application area,44,55,Suicidality,0.8856034874916077,vera-bernhard,,,,,,,,
5244,6152,Application area,117,128,suicidality,0.7257215976715088,vera-bernhard,,,,,,,,
5245,6154,Application area,56,64,Injuries,0.5189866423606873,vera-bernhard,,,,,,,,
5246,6163,Dosage,535,540,25 mg,0.8071053326129913,vera-bernhard,25 mg,25.0,25.0,mg,,,,absolute
5247,6163,Dosage,4949,4954,25 mg,0.8770391643047333,vera-bernhard,25 mg,25.0,25.0,mg,,,,absolute
5248,6165,Application area,31,48,Migraine Headache,0.9134818017482758,vera-bernhard,,,,,,,,
5249,6165,Application area,51,68,Migraine headache,0.8810389935970306,vera-bernhard,,,,,,,,
5250,6165,Application area,162,179,migraine headache,0.8729687333106995,vera-bernhard,,,,,,,,
5251,6165,Application area,231,242,migraineurs,0.5933298468589783,vera-bernhard,,,,,,,,
5252,6166,Dosage,1526,1532,100 mg,0.7804448008537292,vera-bernhard,100 mg,100.0,100.0,mg,,,,absolute
5253,6170,Application area,0,14,Social Anxiety,0.7377308905124664,vera-bernhard,,,,,,,,
5254,6170,Application area,53,56,SAD,0.9421004056930542,vera-bernhard,,,,,,,,
5255,6170,Application area,202,205,SAD,0.9432808756828308,vera-bernhard,,,,,,,,
5256,6170,Application area,412,415,SAD,0.9299044013023376,vera-bernhard,,,,,,,,
5257,6170,Application area,1189,1192,SAD,0.7492887377738953,vera-bernhard,,,,,,,,
5258,6170,Application area,1203,1210,anxiety,0.5429747700691223,vera-bernhard,,,,,,,,
5259,6170,Application area,1327,1333,social,0.5689208507537842,vera-bernhard,,,,,,,,
5260,6172,Application area,40,64,Postoperative Depression,0.6413505673408508,vera-bernhard,,,,,,,,
5261,6172,Application area,217,222,major,0.5002963542938232,vera-bernhard,,,,,,,,
5262,6174,Application area,21,51,Treatment‐resistant depression,0.9619097858667374,vera-bernhard,,,,,,,,
5263,6174,Application area,53,56,TRD,0.9742255210876465,vera-bernhard,,,,,,,,
5264,6174,Application area,228,231,TRD,0.9324580430984497,vera-bernhard,,,,,,,,
5265,6174,Application area,379,382,TRD,0.9168326258659363,vera-bernhard,,,,,,,,
5266,6174,Application area,416,419,TRD,0.7960158586502075,vera-bernhard,,,,,,,,
5267,6179,Dosage,283,289,100 mg,0.9717607200145721,vera-bernhard,100 mg,100.0,100.0,mg,,,,absolute
5268,6180,Application area,66,76,Depression,0.9661754965782166,vera-bernhard,,,,,,,,
5269,6180,Application area,133,143,depression,0.614314615726471,vera-bernhard,,,,,,,,
5270,6180,Dosage,469,478,0.5 mg/kg,0.9780202209949493,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
5271,6183,Application area,76,99,"Depression.^
Depression",0.9582546502351761,vera-bernhard,,,,,,,,
5272,6183,Application area,298,328,treatment‐resistant depression,0.8412537276744843,vera-bernhard,,,,,,,,
5273,6183,Dosage,936,945,0.50mg/kg,0.980256724357605,vera-bernhard,0.50 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
5274,6190,Application area,14,24,Depression,0.7478527426719666,vera-bernhard,,,,,,,,
5275,6192,Application area,38,66,Methamphetamine Use Disorder,0.776125947634379,vera-bernhard,,,,,,,,
5276,6192,Dosage,264,271,25‐30mg,0.766580859820048,vera-bernhard,25‐30 mg,25.0,30.0,mg,,,,absolute
5277,6193,Dosage,1429,1432,‐5%,0.6663105686505636,vera-bernhard,5%,5.0,5.0,,,,,absolute
5278,6193,Dosage,2342,2345,‐10,0.7662045657634735,vera-bernhard,10,10.0,10.0,,,,,absolute
5279,6204,Application area,34,64,Treatment Resistant Depression,0.7322777807712555,vera-bernhard,,,,,,,,
5280,6204,Application area,268,307,unipolar Treatment Resistant Depression,0.8010790050029755,vera-bernhard,,,,,,,,
5281,6204,Application area,309,312,TRD,0.514006495475769,vera-bernhard,,,,,,,,
5282,6204,Application area,491,494,TRD,0.6163363456726074,vera-bernhard,,,,,,,,
5283,6204,Dosage,4133,4142,0.5 mg/kg,0.8994921247164408,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
5284,6204,Application area,5760,5763,TRD,0.851107120513916,vera-bernhard,,,,,,,,
5285,6204,Application area,6022,6025,TRD,0.8133358955383301,vera-bernhard,,,,,,,,
5286,6204,Application area,6191,6194,TRD,0.7264675498008728,vera-bernhard,,,,,,,,
5287,6204,Application area,8110,8113,TRD,0.8844909071922302,vera-bernhard,,,,,,,,
5288,6212,Application area,56,86,Treatment-Resistant Depression,0.9632573276758194,vera-bernhard,,,,,,,,
5289,6212,Dosage,766,774,0.5mg/kg,0.8729129552841186,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
5290,6212,Dosage,1685,1693,0.5mg/kg,0.9187415480613709,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
5291,6213,Application area,70,87,Suicidal Ideation,0.9551613926887512,vera-bernhard,,,,,,,,
5292,6213,Application area,90,107,Suicidal ideation,0.939943253993988,vera-bernhard,,,,,,,,
5293,6213,Application area,109,111,SI,0.9396349787712097,vera-bernhard,,,,,,,,
5294,6213,Application area,1033,1041,suicidal,0.6090688109397888,vera-bernhard,,,,,,,,
5295,6217,Application area,51,61,Depression,0.40766242146492004,vera-bernhard,,,,,,,,
5296,6217,Application area,66,83,Suicidal Ideation,0.7864839136600494,vera-bernhard,,,,,,,,
5297,6217,Dosage,1392,1401,0.2 mg/kg,0.9381473362445831,vera-bernhard,0.2 mg/kg,0.2,0.2,mg,kg,1.0,,relative_weight
5298,6217,Dosage,1411,1416,10 mg,0.702861487865448,vera-bernhard,10 mg,10.0,10.0,mg,,,,absolute
5299,6217,Dosage,1429,1431,mg,0.8374230265617371,vera-bernhard,,,,,,,,
5300,6222,Application area,56,72,of Consciousness,0.562089592218399,vera-bernhard,,,,,,,,
5301,6223,Application area,53,69,Anorexia Nervosa,0.8582133948802948,vera-bernhard,,,,,,,,
5302,6223,Dosage,160,165,25 mg,0.9264169037342072,vera-bernhard,25 mg,25.0,25.0,mg,,,,absolute
5303,6223,Dosage,189,193,1 mg,0.9452903866767883,vera-bernhard,1 mg,1.0,1.0,mg,,,,absolute
5304,6223,Application area,275,283,Anorexia,0.7150439620018005,vera-bernhard,,,,,,,,
5305,6224,Application area,94,97,TRD,0.9584120512008667,vera-bernhard,,,,,,,,
5306,6224,Dosage,388,393,25 mg,0.9506469964981079,vera-bernhard,25 mg,25.0,25.0,mg,,,,absolute
5307,6224,Dosage,622,627,25 mg,0.9330136179924011,vera-bernhard,25 mg,25.0,25.0,mg,,,,absolute
5308,6225,Dosage,292,298,0.1 mg,0.933209091424942,vera-bernhard,0.1 mg,0.1,0.1,mg,,,,absolute
5309,6225,Dosage,873,879,0.1 mg,0.945502296090126,vera-bernhard,0.1 mg,0.1,0.1,mg,,,,absolute
5310,6226,Application area,48,72,Chronic Cluster Headache,0.9377184907595316,vera-bernhard,,,,,,,,
5311,6226,Application area,88,104,cluster headache,0.9235268533229828,vera-bernhard,,,,,,,,
5312,6226,Application area,1005,1008,CCH,0.5990820527076721,vera-bernhard,,,,,,,,
5313,6226,Dosage,1677,1681,25μg,0.962113618850708,vera-bernhard,25 μg,25.0,25.0,μg,,,,absolute
5314,6229,Application area,30,60,Treatment-Resistant Depression,0.9566185772418976,vera-bernhard,,,,,,,,
5315,6229,Dosage,157,162,20 mg,0.9060455560684204,vera-bernhard,20 mg,20.0,20.0,mg,,,,absolute
5316,6229,Application area,183,186,TRD,0.9563793540000916,vera-bernhard,,,,,,,,
5317,6236,Application area,54,66,Use Disorder,0.5168101787567139,vera-bernhard,,,,,,,,
5318,6236,Dosage,1514,1522,20 mg/70,0.8983316123485565,vera-bernhard,20 mg/70,20.0,20.0,mg,,,,absolute
5319,6236,Dosage,1540,1551,30 mg/70 kg,0.8944308638572693,vera-bernhard,30 mg/70 kg,30.0,30.0,mg,kg,70.0,,relative_weight
5320,6237,Application area,49,69,Alcohol Use Disorder,0.6821605761845907,vera-bernhard,,,,,,,,
5321,6237,Application area,71,74,AUD,0.8968958854675293,vera-bernhard,,,,,,,,
5322,6237,Application area,205,212,Alcohol,0.7689860463142395,vera-bernhard,,,,,,,,
5323,6237,Application area,217,225,Disorder,0.5725794434547424,vera-bernhard,,,,,,,,
5324,6237,Application area,227,230,AUD,0.8859162330627441,vera-bernhard,,,,,,,,
5325,6238,Application area,32,49,Phantom Limb Pain,0.9458279410998026,vera-bernhard,,,,,,,,
5326,6238,Application area,183,208,chronic phantom limb pain,0.7569857612252235,vera-bernhard,,,,,,,,
5327,6238,Application area,210,213,PLP,0.8065497875213623,vera-bernhard,,,,,,,,
5328,6240,Application area,25,54,Obsessive Compulsive Disorder,0.9624437093734741,vera-bernhard,,,,,,,,
5329,6241,Dosage,1048,1052,0 mg,0.9453388750553131,vera-bernhard,0 mg,0.0,0.0,mg,,,,absolute
5330,6241,Dosage,1054,1058,1 mg,0.8669285476207733,vera-bernhard,1 mg,1.0,1.0,mg,,,,absolute
5331,6241,Dosage,1060,1066,2.5 mg,0.8450543582439423,vera-bernhard,2.5 mg,2.5,2.5,mg,,,,absolute
5332,6241,Dosage,1071,1075,5 mg,0.7495469152927399,vera-bernhard,5 mg,5.0,5.0,mg,,,,absolute
5333,6243,Dosage,499,505,0.2‐1%,0.7304360667864481,vera-bernhard,0.2‐1%,0.2,1.0,,,,,absolute
5334,6243,Dosage,2446,2465,"1, 2, 5, 8 and 10mg",0.8686570094691383,vera-bernhard,"1, 2, 5, 8 and 10 mg",1.0,10.0,mg,,,,absolute
5335,6245,Application area,227,237,depressive,0.49758803844451904,vera-bernhard,,,,,,,,
5336,6245,Application area,328,338,persistent,0.6955313086509705,vera-bernhard,,,,,,,,
5337,6245,Application area,350,358,disorder,0.7400587797164917,vera-bernhard,,,,,,,,
5338,6245,Application area,360,363,PDD,0.6683205366134644,vera-bernhard,,,,,,,,
5339,6256,Application area,23,27,PTSD,0.9533545970916748,vera-bernhard,,,,,,,,
5340,6256,Application area,229,259,Post‐Traumatic Stress Disorder,0.7216825008392334,vera-bernhard,,,,,,,,
5341,6256,Application area,261,265,PTSD,0.9297270178794861,vera-bernhard,,,,,,,,
5342,6256,Application area,268,272,PTSD,0.9162068963050842,vera-bernhard,,,,,,,,
5343,6256,Application area,507,511,PTSD,0.6700181365013123,vera-bernhard,,,,,,,,
5344,6256,Application area,562,566,PTSD,0.884945273399353,vera-bernhard,,,,,,,,
5345,6256,Application area,597,601,PTSD,0.508865475654602,vera-bernhard,,,,,,,,
5346,6256,Application area,694,698,PTSD,0.8197718262672424,vera-bernhard,,,,,,,,
5347,6256,Application area,751,755,PTSD,0.6379637122154236,vera-bernhard,,,,,,,,
5348,6260,Dosage,3385,3391,100 mg,0.9745499491691589,vera-bernhard,100 mg,100.0,100.0,mg,,,,absolute
5349,6264,Application area,84,104,Alcohol Use Disorder,0.885306159655253,vera-bernhard,,,,,,,,
5350,6264,Application area,106,109,AUD,0.9662195444107056,vera-bernhard,,,,,,,,
5351,6264,Application area,339,346,Alcohol,0.7788826823234558,vera-bernhard,,,,,,,,
5352,6264,Application area,351,359,Disorder,0.5175736546516418,vera-bernhard,,,,,,,,
5353,6264,Application area,361,364,AUD,0.8873234987258911,vera-bernhard,,,,,,,,
5354,6264,Dosage,423,436,0.2 mg/kg/min,0.973949171602726,vera-bernhard,0.2 mg/kg/min,0.2,0.2,mg,kg,1.0,min,relative_weight_time
5355,6264,Dosage,458,471,0.01mg/kg/min,0.9689781580652509,vera-bernhard,0.01 mg/kg/min,0.01,0.01,mg,kg,1.0,min,relative_weight_time
5356,6265,Application area,34,64,Treatment-resistant Depression,0.9709055125713348,vera-bernhard,,,,,,,,
5357,6265,Application area,118,121,TRD,0.9607354998588562,vera-bernhard,,,,,,,,
5358,6265,Dosage,465,469,6 mg,0.975372314453125,vera-bernhard,6 mg,6.0,6.0,mg,,,,absolute
5359,6265,Dosage,471,476,12 mg,0.9635119140148163,vera-bernhard,12 mg,12.0,12.0,mg,,,,absolute
5360,6265,Dosage,482,487,18 mg,0.9555927217006683,vera-bernhard,18 mg,18.0,18.0,mg,,,,absolute
5361,6269,Application area,36,53,Suicidal Ideation,0.908328503370285,vera-bernhard,,,,,,,,
5362,6270,Application area,28,47,Depressive Symptoms,0.8080676198005676,vera-bernhard,,,,,,,,
5363,6270,Application area,68,72,Post,0.573620617389679,vera-bernhard,,,,,,,,
5364,6270,Application area,79,96,Sequelae of COVID,0.5949068367481232,vera-bernhard,,,,,,,,
5365,6270,Application area,98,102,PASC,0.8079220652580261,vera-bernhard,,,,,,,,
5366,6271,Application area,299,307,suicidal,0.6050174832344055,vera-bernhard,,,,,,,,
5367,6271,Dosage,1205,1214,0.5 mg/kg,0.9819948474566141,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
5368,6274,Dosage,1631,1646,0.2‐0.5 mg kg‐1,0.9333121343092485,vera-bernhard,0.2‐0.5 mg kg‐1,0.2,1.0,mg,,,,absolute
5369,6274,Dosage,4166,4172,0.5 mg,0.642381101846695,vera-bernhard,0.5 mg,0.5,0.5,mg,,,,absolute
5370,6274,Dosage,5140,5142,mg,0.5714315176010132,vera-bernhard,,,,,,,,
5371,6274,Dosage,7841,7847,0.2 ml,0.8722580820322037,vera-bernhard,0.2 ml,0.2,0.2,ml,,,,absolute
5372,6278,Application area,164,169,death,0.5422290563583374,vera-bernhard,,,,,,,,
5373,6278,Dosage,1004,1010,100 µg,0.971458375453949,vera-bernhard,100 µg,100.0,100.0,µg,,,,absolute
5374,6278,Dosage,1015,1021,100 µg,0.8780872523784637,vera-bernhard,100 µg,100.0,100.0,µg,,,,absolute
5375,6278,Dosage,1025,1031,100 µg,0.9741716980934143,vera-bernhard,100 µg,100.0,100.0,µg,,,,absolute
5376,6278,Dosage,1036,1042,200 µg,0.888507753610611,vera-bernhard,200 µg,200.0,200.0,µg,,,,absolute
5377,6278,Dosage,1086,1091,25 µg,0.9722975492477417,vera-bernhard,25 µg,25.0,25.0,µg,,,,absolute
5378,6278,Dosage,1096,1101,25 µg,0.9604132175445557,vera-bernhard,25 µg,25.0,25.0,µg,,,,absolute
5379,6281,Dosage,24,29,50 µg,0.8545432984828949,vera-bernhard,50 µg,50.0,50.0,µg,,,,absolute
5380,6281,Dosage,33,39,100 µg,0.7255112826824188,vera-bernhard,100 µg,100.0,100.0,µg,,,,absolute
5381,6281,Dosage,801,818,"50, 75, or 100 µg",0.721668541431427,vera-bernhard,"50, 75, or 100 µg",50.0,100.0,µg,,,,absolute
5382,6281,Dosage,2283,2288,50 µg,0.8786314427852631,vera-bernhard,50 µg,50.0,50.0,µg,,,,absolute
5383,6281,Dosage,2301,2306,75 µg,0.7989497482776642,vera-bernhard,75 µg,75.0,75.0,µg,,,,absolute
5384,6281,Dosage,2331,2336,75 µg,0.7731508314609528,vera-bernhard,75 µg,75.0,75.0,µg,,,,absolute
5385,6281,Dosage,2488,2493,75 µg,0.8212547302246094,vera-bernhard,75 µg,75.0,75.0,µg,,,,absolute
5386,6284,Application area,172,197,Major Depressive Disorder,0.9153868556022644,vera-bernhard,,,,,,,,
5387,6284,Application area,405,408,MDD,0.5539034605026245,vera-bernhard,,,,,,,,
5388,6284,Dosage,580,585,25 mg,0.8779987096786499,vera-bernhard,25 mg,25.0,25.0,mg,,,,absolute
5389,6284,Dosage,597,601,1 mg,0.8946183323860168,vera-bernhard,1 mg,1.0,1.0,mg,,,,absolute
5390,6285,Application area,30,50,Resistant Depression,0.8259276747703552,vera-bernhard,,,,,,,,
5391,6285,Application area,166,180,‐resistant MDD,0.5242790778477987,vera-bernhard,,,,,,,,
5392,6285,Dosage,259,262,1mg,0.8772259950637817,vera-bernhard,1 mg,1.0,1.0,mg,,,,absolute
5393,6285,Application area,2547,2557,depression,0.7153704762458801,vera-bernhard,,,,,,,,
5394,6285,Application area,2805,2850,treatment‐resistant major depressive disorder,0.8265271286169688,vera-bernhard,,,,,,,,
5395,6288,Application area,152,177,Major Depressive Disorder,0.9584562381108602,vera-bernhard,,,,,,,,
5396,6288,Application area,193,199,Cancer,0.8625214695930481,vera-bernhard,,,,,,,,
5397,6288,Dosage,304,309,25‐mg,0.7747995654741923,vera-bernhard,25‐mg,25.0,25.0,,,,,absolute
5398,6288,Application area,392,395,MDD,0.9300636053085327,vera-bernhard,,,,,,,,
5399,6288,Application area,400,406,cancer,0.6913697123527527,vera-bernhard,,,,,,,,
5400,6288,Dosage,458,463,25 mg,0.9587089121341705,vera-bernhard,25 mg,25.0,25.0,mg,,,,absolute
5401,6288,Dosage,660,665,25 mg,0.936451643705368,vera-bernhard,25 mg,25.0,25.0,mg,,,,absolute
5402,6288,Application area,712,715,MDD,0.8161671161651611,vera-bernhard,,,,,,,,
5403,6288,Dosage,861,866,25 mg,0.9339325129985809,vera-bernhard,25 mg,25.0,25.0,mg,,,,absolute
5404,6288,Dosage,1184,1189,25 mg,0.9136166870594025,vera-bernhard,25 mg,25.0,25.0,mg,,,,absolute
5405,6289,Dosage,133,138,25 mg,0.933055967092514,vera-bernhard,25 mg,25.0,25.0,mg,,,,absolute
5406,6290,Application area,53,63,Depression,0.8072428107261658,vera-bernhard,,,,,,,,
5407,6290,Dosage,712,717,25 mg,0.6011802852153778,vera-bernhard,25 mg,25.0,25.0,mg,,,,absolute
5408,6290,Dosage,755,760,25 mg,0.665421187877655,vera-bernhard,25 mg,25.0,25.0,mg,,,,absolute
5409,6291,Application area,15,40,Major Depressive Disorder,0.831043024857839,vera-bernhard,,,,,,,,
5410,6291,Application area,132,157,Major Depressive Disorder,0.7627776066462199,vera-bernhard,,,,,,,,
5411,6293,Application area,55,74,Opioid Use Disorder,0.8016138474146525,vera-bernhard,,,,,,,,
5412,6293,Dosage,181,186,30 mg,0.9306126832962036,vera-bernhard,30 mg,30.0,30.0,mg,,,,absolute
5413,6293,Dosage,233,237,1 mg,0.9425717890262604,vera-bernhard,1 mg,1.0,1.0,mg,,,,absolute
5414,6293,Application area,449,452,OUD,0.4393658936023712,vera-bernhard,,,,,,,,
5415,6293,Application area,568,571,OUD,0.6483502984046936,vera-bernhard,,,,,,,,
5416,6293,Dosage,2470,2474,1 mg,0.9599244892597198,vera-bernhard,1 mg,1.0,1.0,mg,,,,absolute
5417,6293,Dosage,2494,2498,30mg,0.8784140348434448,vera-bernhard,30 mg,30.0,30.0,mg,,,,absolute
5418,6294,Dosage,460,464,25mg,0.9604809284210205,vera-bernhard,25 mg,25.0,25.0,mg,,,,absolute
5419,6296,Application area,38,58,Alcohol Use Disorder,0.8386147220929464,vera-bernhard,,,,,,,,
5420,6296,Application area,290,301,alcohol use,0.6450192630290985,vera-bernhard,,,,,,,,
5421,6296,Application area,312,315,AUD,0.8536232113838196,vera-bernhard,,,,,,,,
5422,6296,Dosage,389,393,25mg,0.966600775718689,vera-bernhard,25 mg,25.0,25.0,mg,,,,absolute
5423,6296,Dosage,428,431,1mg,0.9692021012306213,vera-bernhard,1 mg,1.0,1.0,mg,,,,absolute
5424,6308,Application area,132,137,major,0.6792487502098083,vera-bernhard,,,,,,,,
5425,6315,Dosage,243,252,75-100 μg,0.9178881496191025,vera-bernhard,75-100 μg,75.0,100.0,μg,,,,absolute
5426,6331,Application area,26,35,emergence,0.49737003445625305,vera-bernhard,,,,,,,,
5427,6331,Application area,159,168,emergence,0.5468196272850037,vera-bernhard,,,,,,,,
5428,6331,Application area,347,356,emergence,0.5149601697921753,vera-bernhard,,,,,,,,
5429,6337,Application area,271,301,treatment-resistant depression,0.921478882431984,vera-bernhard,,,,,,,,
5430,6344,Dosage,369,378,0.3 mg/kg,0.9842133621374766,vera-bernhard,0.3 mg/kg,0.3,0.3,mg,kg,1.0,,relative_weight
5431,6344,Dosage,380,390,0.45 mg/kg,0.986426591873169,vera-bernhard,0.45 mg/kg,0.45,0.45,mg,kg,1.0,,relative_weight
5432,6344,Dosage,392,401,0.6 mg/kg,0.9846982459227244,vera-bernhard,0.6 mg/kg,0.6,0.6,mg,kg,1.0,,relative_weight
5433,6344,Dosage,407,419,18.8-36.6 mg,0.9144055992364883,vera-bernhard,18.8-36.6 mg,18.8,36.6,mg,,,,absolute
5434,6344,Dosage,421,447,27.1-54.0 mg; 36.3-59.2 mg,0.8107526319868424,vera-bernhard,27.1-54.0 ; 36.3-59.2 mg,27.1,59.2,mg,,,,absolute
5435,6358,Application area,27,44,suicidal ideation,0.6653682291507721,vera-bernhard,,,,,,,,
5436,6358,Application area,60,67,anxiety,0.6267305612564087,vera-bernhard,,,,,,,,
5437,6358,Application area,109,138,obsessive-compulsive disorder,0.9328158795833588,vera-bernhard,,,,,,,,
5438,6358,Application area,156,181,major depressive disorder,0.8099665641784668,vera-bernhard,,,,,,,,
5439,6358,Application area,498,549,treatment-resistant unipolar and bipolar depression,0.7752660938671657,vera-bernhard,,,,,,,,
5440,6358,Application area,654,655,-,0.5573568344116211,vera-bernhard,,,,,,,,
5441,6360,Application area,141,166,major depressive disorder,0.9618118007977804,vera-bernhard,,,,,,,,
5442,6360,Application area,390,415,major depressive disorder,0.9329661925633749,vera-bernhard,,,,,,,,
5443,6360,Application area,417,420,MDD,0.9626975059509277,vera-bernhard,,,,,,,,
5444,6360,Dosage,804,812,0.5mg/kg,0.97958744764328,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
5445,6367,Application area,89,127,treatment-resistant bipolar depression,0.9447441220283508,vera-bernhard,,,,,,,,
5446,6367,Dosage,728,736,0.5mg/kg,0.9665078043937683,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
5447,6375,Application area,106,118,chronic pain,0.9630029201507568,vera-bernhard,,,,,,,,
5448,6375,Application area,133,150,opioid dependency,0.9297954142093658,vera-bernhard,,,,,,,,
5449,6375,Application area,231,248,opioid dependency,0.9288691282272339,vera-bernhard,,,,,,,,
5450,6375,Application area,556,568,chronic pain,0.8649460077285767,vera-bernhard,,,,,,,,
5451,6375,Application area,583,600,opioid dependency,0.8416274785995483,vera-bernhard,,,,,,,,
5452,6375,Dosage,983,992,0.5 mg/kg,0.9860759874184927,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
5453,6375,Dosage,1006,1018,0.25 mg·kg·h,0.9424237385392189,vera-bernhard,0.25 mg·kg·h,0.25,0.25,mg,,,,absolute
5454,6385,Application area,32,42,depression,0.7766638994216919,vera-bernhard,,,,,,,,
5455,6385,Application area,172,182,depression,0.7251554727554321,vera-bernhard,,,,,,,,
5456,6394,Application area,42,62,existential distress,0.6573777496814728,vera-bernhard,,,,,,,,
5457,6394,Application area,127,147,Existential distress,0.7748829424381256,vera-bernhard,,,,,,,,
5458,6394,Application area,325,345,existential distress,0.7706078290939331,vera-bernhard,,,,,,,,
5459,6394,Application area,542,562,existential distress,0.7755649387836456,vera-bernhard,,,,,,,,
5460,6402,Dosage,70,76,15 mcg,0.9524910748004913,vera-bernhard,15 µg,15.0,15.0,µg,,,,absolute
5461,6402,Dosage,251,257,15 mcg,0.9528482854366302,vera-bernhard,15 µg,15.0,15.0,µg,,,,absolute
5462,6402,Dosage,443,449,15 mcg,0.9572016596794128,vera-bernhard,15 µg,15.0,15.0,µg,,,,absolute
5463,6404,Application area,93,101,Disorder,0.8071258068084717,vera-bernhard,,,,,,,,
5464,6413,Application area,32,49,opioid dependence,0.9514487981796265,vera-bernhard,,,,,,,,
5465,6413,Application area,216,233,opioid dependence,0.9142690002918243,vera-bernhard,,,,,,,,
5466,6413,Application area,488,505,opioid dependence,0.8954197764396667,vera-bernhard,,,,,,,,
5467,6421,Application area,79,96,fibromyalgia pain,0.9700849056243896,vera-bernhard,,,,,,,,
5468,6421,Application area,271,288,fibromyalgia pain,0.9589560329914093,vera-bernhard,,,,,,,,
5469,6421,Dosage,494,502,0.5mg/kg,0.9749390363693238,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
5470,6423,Application area,92,96,PTSD,0.9553689956665039,vera-bernhard,,,,,,,,
5471,6423,Application area,250,280,post-traumatic stress disorder,0.8564202070236206,vera-bernhard,,,,,,,,
5472,6423,Application area,282,286,PTSD,0.9523992538452148,vera-bernhard,,,,,,,,
5473,6423,Application area,359,363,PTSD,0.9049326181411743,vera-bernhard,,,,,,,,
5474,6429,Dosage,822,831,0.5 mg/kg,0.9423466424147288,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
5475,6429,Dosage,922,924,mg,0.6136911511421204,vera-bernhard,,,,,,,,
5476,6429,Dosage,938,945,1000 mg,0.5809506177902222,vera-bernhard,1000 mg,1000.0,1000.0,mg,,,,absolute
5477,6438,Dosage,280,284,75mg,0.9459630250930786,vera-bernhard,75 mg,75.0,75.0,mg,,,,absolute
5478,6438,Dosage,336,341,75 mg,0.9518970549106598,vera-bernhard,75 mg,75.0,75.0,mg,,,,absolute
5479,6443,Dosage,86,95,.17 mg/kg,0.9504641890525818,vera-bernhard,0.17 mg/kg,0.17,0.17,mg,kg,1.0,,relative_weight
5480,6445,Dosage,44,56,"5, 10, 20 µg",0.8407432933648428,vera-bernhard,"5, 10, 20 µg",5.0,20.0,µg,,,,absolute
5481,6447,Dosage,340,345,75 mg,0.825982540845871,vera-bernhard,75 mg,75.0,75.0,mg,,,,absolute
5482,6448,Application area,63,88,major depressive disorder,0.9824599623680115,vera-bernhard,,,,,,,,
5483,6448,Application area,91,116,Major depressive disorder,0.8849226832389832,vera-bernhard,,,,,,,,
5484,6448,Application area,118,121,MDD,0.9677773714065552,vera-bernhard,,,,,,,,
5485,6448,Application area,738,748,depressive,0.5460478663444519,vera-bernhard,,,,,,,,
5486,6448,Dosage,1182,1191,0.5 mg/kg,0.9830337365468343,vera-bernhard,0.5 mg/kg,0.5,0.5,mg,kg,1.0,,relative_weight
5487,6469,Application area,287,312,major depressive disorder,0.9663287003835043,vera-bernhard,,,,,,,,
5488,6469,Application area,314,317,MDD,0.9656491875648499,vera-bernhard,,,,,,,,
5489,6469,Application area,534,537,MDD,0.5954148769378662,vera-bernhard,,,,,,,,
5490,6474,Application area,15,25,depression,0.9408720135688782,vera-bernhard,,,,,,,,
5491,6474,Application area,127,145,depressive illness,0.6758023798465729,vera-bernhard,,,,,,,,
