study_id,task,label,probability,model,is_multilabel
8240,Number of Participants,1-20,0.9188956022262572,biolinkbert_number_of_participants_20250221,False
1509,Number of Participants,81-100,0.0088782515376806,biolinkbert_number_of_participants_20250221,False
2177,Number of Participants,41-60,0.0040370486676692,biolinkbert_number_of_participants_20250221,False
2696,Number of Participants,1-20,0.9659698605537416,biolinkbert_number_of_participants_20250221,False
5239,Number of Participants,1-20,0.9902219772338868,biolinkbert_number_of_participants_20250221,False
3989,Number of Participants,1-20,0.9893856048583984,biolinkbert_number_of_participants_20250221,False
9348,Number of Participants,≥1000,0.0028549609705805,biolinkbert_number_of_participants_20250221,False
4328,Number of Participants,100-199,0.002208876190707,biolinkbert_number_of_participants_20250221,False
487,Number of Participants,1-20,0.9903556108474731,biolinkbert_number_of_participants_20250221,False
1869,Number of Participants,≥1000,0.0027641328051686,biolinkbert_number_of_participants_20250221,False
2329,Number of Participants,Unknown,0.0022252593189477,biolinkbert_number_of_participants_20250221,False
9077,Number of Participants,1-20,0.9840530157089232,biolinkbert_number_of_participants_20250221,False
7913,Number of Participants,Unknown,0.0012393902288749,biolinkbert_number_of_participants_20250221,False
5359,Number of Participants,≥1000,0.0032738714944571,biolinkbert_number_of_participants_20250221,False
3772,Number of Participants,200-499,0.0021499197464436,biolinkbert_number_of_participants_20250221,False
2221,Number of Participants,1-20,0.990638256072998,biolinkbert_number_of_participants_20250221,False
5718,Number of Participants,21-40,0.0040640947408974,biolinkbert_number_of_participants_20250221,False
8724,Number of Participants,100-199,0.0016924147494137,biolinkbert_number_of_participants_20250221,False
6614,Number of Participants,≥1000,0.003973692189902,biolinkbert_number_of_participants_20250221,False
7805,Number of Participants,100-199,0.0018907646881416,biolinkbert_number_of_participants_20250221,False
5060,Number of Participants,1-20,0.989627242088318,biolinkbert_number_of_participants_20250221,False
6988,Number of Participants,1-20,0.98927503824234,biolinkbert_number_of_participants_20250221,False
3162,Number of Participants,500-999,0.0059965336695313,biolinkbert_number_of_participants_20250221,False
5519,Number of Participants,200-499,0.0023493675980716,biolinkbert_number_of_participants_20250221,False
3619,Number of Participants,Unknown,0.0017258652951568,biolinkbert_number_of_participants_20250221,False
4616,Number of Participants,Unknown,0.0030113300308585,biolinkbert_number_of_participants_20250221,False
7795,Number of Participants,≥1000,0.0022642910480499,biolinkbert_number_of_participants_20250221,False
5279,Number of Participants,41-60,0.0031009032391011,biolinkbert_number_of_participants_20250221,False
1927,Number of Participants,Unknown,0.0021443399600684,biolinkbert_number_of_participants_20250221,False
318,Number of Participants,81-100,0.0165863931179046,biolinkbert_number_of_participants_20250221,False
802,Substances,MDMA,0.9885643124580384,biolinkbert_substances_20250228,True
7339,Number of Participants,81-100,0.0071961884386837,biolinkbert_number_of_participants_20250221,False
7457,Number of Participants,1-20,0.9900797605514526,biolinkbert_number_of_participants_20250221,False
4835,Number of Participants,1-20,0.9853616952896118,biolinkbert_number_of_participants_20250221,False
2193,Number of Participants,41-60,0.0043225600384175,biolinkbert_number_of_participants_20250221,False
6486,Number of Participants,1-20,0.8616480231285095,biolinkbert_number_of_participants_20250221,False
6865,Number of Participants,Unknown,0.0013851939002051,biolinkbert_number_of_participants_20250221,False
2181,Number of Participants,Unknown,0.0030734480824321,biolinkbert_number_of_participants_20250221,False
5004,Number of Participants,Unknown,0.0019253211794421,biolinkbert_number_of_participants_20250221,False
4455,Number of Participants,1-20,0.9809650778770448,biolinkbert_number_of_participants_20250221,False
5045,Number of Participants,500-999,0.0053363051265478,biolinkbert_number_of_participants_20250221,False
5064,Number of Participants,Unknown,0.0014408152783289,biolinkbert_number_of_participants_20250221,False
4365,Number of Participants,Unknown,0.0111846523359417,biolinkbert_number_of_participants_20250221,False
5104,Number of Participants,500-999,0.0062697059474885,biolinkbert_number_of_participants_20250221,False
5908,Number of Participants,Unknown,0.0015487993368878,biolinkbert_number_of_participants_20250221,False
8028,Number of Participants,500-999,0.004919703118503,biolinkbert_number_of_participants_20250221,False
3091,Number of Participants,1-20,0.9786028265953064,biolinkbert_number_of_participants_20250221,False
8890,Number of Participants,100-199,0.0054898164235055,biolinkbert_number_of_participants_20250221,False
1762,Number of Participants,1-20,0.9844478368759156,biolinkbert_number_of_participants_20250221,False
2664,Number of Participants,200-499,0.0056786178611218,biolinkbert_number_of_participants_20250221,False
6164,Number of Participants,Unknown,0.0019406671635806,biolinkbert_number_of_participants_20250221,False
9371,Number of Participants,1-20,0.988030731678009,biolinkbert_number_of_participants_20250221,False
4467,Number of Participants,Unknown,0.0030351176392287,biolinkbert_number_of_participants_20250221,False
887,Number of Participants,1-20,0.9871184825897216,biolinkbert_number_of_participants_20250221,False
6102,Number of Participants,Unknown,0.0019562127999961,biolinkbert_number_of_participants_20250221,False
672,Number of Participants,Unknown,0.001894065993838,biolinkbert_number_of_participants_20250221,False
4478,Number of Participants,≥1000,0.0036313685122877,biolinkbert_number_of_participants_20250221,False
8940,Number of Participants,1-20,0.7193432450294495,biolinkbert_number_of_participants_20250221,False
7729,Number of Participants,Unknown,0.0084031401202082,biolinkbert_number_of_participants_20250221,False
670,Number of Participants,≥1000,0.0039776666089892,biolinkbert_number_of_participants_20250221,False
3067,Number of Participants,Unknown,0.0027249103877693,biolinkbert_number_of_participants_20250221,False
2518,Number of Participants,Unknown,0.0016846925718709,biolinkbert_number_of_participants_20250221,False
5939,Number of Participants,200-499,0.0016864500939846,biolinkbert_number_of_participants_20250221,False
3607,Number of Participants,Unknown,0.0029476429335772,biolinkbert_number_of_participants_20250221,False
861,Number of Participants,500-999,0.004757241345942,biolinkbert_number_of_participants_20250221,False
1797,Number of Participants,1-20,0.989648938179016,biolinkbert_number_of_participants_20250221,False
4402,Number of Participants,100-199,0.0026592358481138,biolinkbert_number_of_participants_20250221,False
8875,Number of Participants,100-199,0.0030192118138074,biolinkbert_number_of_participants_20250221,False
3278,Number of Participants,Unknown,0.0026425425894558,biolinkbert_number_of_participants_20250221,False
4067,Number of Participants,Unknown,0.0036637347657233,biolinkbert_number_of_participants_20250221,False
3589,Number of Participants,Unknown,0.0012020346475765,biolinkbert_number_of_participants_20250221,False
4238,Number of Participants,100-199,0.002414190210402,biolinkbert_number_of_participants_20250221,False
8493,Number of Participants,500-999,0.0059186909347772,biolinkbert_number_of_participants_20250221,False
4846,Number of Participants,Unknown,0.0015164907090365,biolinkbert_number_of_participants_20250221,False
4845,Number of Participants,Unknown,0.0016224422724917,biolinkbert_number_of_participants_20250221,False
3660,Number of Participants,61-80,0.0021285363472998,biolinkbert_number_of_participants_20250221,False
6394,Number of Participants,1-20,0.978894829750061,biolinkbert_number_of_participants_20250221,False
596,Number of Participants,100-199,0.0079598473384976,biolinkbert_number_of_participants_20250221,False
8329,Number of Participants,1-20,0.988249897956848,biolinkbert_number_of_participants_20250221,False
8433,Number of Participants,61-80,0.0017060522222891,biolinkbert_number_of_participants_20250221,False
3212,Number of Participants,61-80,0.0072642201557755,biolinkbert_number_of_participants_20250221,False
1967,Number of Participants,500-999,0.0060881273820996,biolinkbert_number_of_participants_20250221,False
6152,Sex of Participants,Unknown,0.1160313636064529,biobert_sex_of_participants_20250221,False
8321,Sex of Participants,Both sexes,0.9963866472244264,biobert_sex_of_participants_20250221,False
7738,Sex of Participants,Both sexes,0.9966938495635986,biobert_sex_of_participants_20250221,False
3639,Sex of Participants,Both sexes,0.9966243505477904,biobert_sex_of_participants_20250221,False
2107,Sex of Participants,Both sexes,0.9955431818962096,biobert_sex_of_participants_20250221,False
3633,Sex of Participants,Both sexes,0.9954272508621216,biobert_sex_of_participants_20250221,False
3634,Sex of Participants,Both sexes,0.996428906917572,biobert_sex_of_participants_20250221,False
4956,Sex of Participants,Both sexes,0.9946528673171996,biobert_sex_of_participants_20250221,False
3630,Sex of Participants,Both sexes,0.9973113536834716,biobert_sex_of_participants_20250221,False
8312,Sex of Participants,Both sexes,0.996605396270752,biobert_sex_of_participants_20250221,False
5737,Sex of Participants,Both sexes,0.9966803789138794,biobert_sex_of_participants_20250221,False
801,Sex of Participants,Both sexes,0.997584104537964,biobert_sex_of_participants_20250221,False
2101,Sex of Participants,Both sexes,0.9810857772827148,biobert_sex_of_participants_20250221,False
7743,Sex of Participants,Both sexes,0.9963486194610596,biobert_sex_of_participants_20250221,False
6131,Sex of Participants,Both sexes,0.9970595240592957,biobert_sex_of_participants_20250221,False
8317,Substances,DMT,0.9268823862075806,biolinkbert_substances_20250228,True
5853,Sex of Participants,Both sexes,0.997096061706543,biobert_sex_of_participants_20250221,False
7740,Sex of Participants,Both sexes,0.9953805208206176,biobert_sex_of_participants_20250221,False
1959,Sex of Participants,Both sexes,0.9977182149887084,biobert_sex_of_participants_20250221,False
6045,Sex of Participants,Unknown,0.0304204672574996,biobert_sex_of_participants_20250221,False
5735,Sex of Participants,Both sexes,0.9966149926185608,biobert_sex_of_participants_20250221,False
7165,Sex of Participants,Both sexes,0.9972538352012634,biobert_sex_of_participants_20250221,False
794,Sex of Participants,Both sexes,0.997973620891571,biobert_sex_of_participants_20250221,False
2481,Sex of Participants,Both sexes,0.9952669143676758,biobert_sex_of_participants_20250221,False
6278,Sex of Participants,Both sexes,0.9926727414131165,biobert_sex_of_participants_20250221,False
2886,Sex of Participants,Both sexes,0.99770587682724,biobert_sex_of_participants_20250221,False
5905,Sex of Participants,Both sexes,0.9973561763763428,biobert_sex_of_participants_20250221,False
3636,Sex of Participants,Both sexes,0.995039165019989,biobert_sex_of_participants_20250221,False
6013,Sex of Participants,Unknown,0.0220832712948322,biobert_sex_of_participants_20250221,False
6281,Sex of Participants,Both sexes,0.8188869953155518,biobert_sex_of_participants_20250221,False
6136,Sex of Participants,Unknown,0.01758405379951,biobert_sex_of_participants_20250221,False
2104,Sex of Participants,Both sexes,0.9942439198493958,biobert_sex_of_participants_20250221,False
7054,Sex of Participants,Both sexes,0.9963424801826476,biobert_sex_of_participants_20250221,False
6287,Sex of Participants,Unknown,0.0146167920902371,biobert_sex_of_participants_20250221,False
6965,Sex of Participants,Both sexes,0.9907222986221312,biobert_sex_of_participants_20250221,False
7057,Sex of Participants,Both sexes,0.9976714253425598,biobert_sex_of_participants_20250221,False
2103,Sex of Participants,Both sexes,0.9953494668006896,biobert_sex_of_participants_20250221,False
8869,Sex of Participants,Both sexes,0.9950745701789856,biobert_sex_of_participants_20250221,False
9369,Sex of Participants,Unknown,0.1789876371622085,biobert_sex_of_participants_20250221,False
8268,Sex of Participants,Both sexes,0.966914713382721,biobert_sex_of_participants_20250221,False
9370,Sex of Participants,Unknown,0.3721382617950439,biobert_sex_of_participants_20250221,False
3770,Sex of Participants,Both sexes,0.9974064230918884,biobert_sex_of_participants_20250221,False
4957,Sex of Participants,Both sexes,0.9943515062332152,biobert_sex_of_participants_20250221,False
1531,Sex of Participants,Unknown,0.027077030390501,biobert_sex_of_participants_20250221,False
5899,Sex of Participants,Male,0.0231000129133462,biobert_sex_of_participants_20250221,False
800,Sex of Participants,Both sexes,0.997111678123474,biobert_sex_of_participants_20250221,False
6026,Sex of Participants,Unknown,0.0980740115046501,biobert_sex_of_participants_20250221,False
2988,Sex of Participants,Both sexes,0.9964123368263244,biobert_sex_of_participants_20250221,False
2508,Sex of Participants,Male,0.0178475882858037,biobert_sex_of_participants_20250221,False
3771,Sex of Participants,Unknown,0.0160887595266103,biobert_sex_of_participants_20250221,False
6809,Sex of Participants,Male,0.0188151132315397,biobert_sex_of_participants_20250221,False
6225,Sex of Participants,Both sexes,0.9762229919433594,biobert_sex_of_participants_20250221,False
943,Sex of Participants,Both sexes,0.9971049427986144,biobert_sex_of_participants_20250221,False
5366,Sex of Participants,Male,0.2308353632688522,biobert_sex_of_participants_20250221,False
1992,Sex of Participants,Male,0.0116297574713826,biobert_sex_of_participants_20250221,False
3389,Sex of Participants,Both sexes,0.996785283088684,biobert_sex_of_participants_20250221,False
8455,Sex of Participants,Both sexes,0.9964743256568908,biobert_sex_of_participants_20250221,False
2507,Sex of Participants,Male,0.019143022596836,biobert_sex_of_participants_20250221,False
6203,Sex of Participants,Unknown,0.0240937247872352,biobert_sex_of_participants_20250221,False
4358,Sex of Participants,Both sexes,0.9916371703147888,biobert_sex_of_participants_20250221,False
8454,Sex of Participants,Both sexes,0.994723916053772,biobert_sex_of_participants_20250221,False
4955,Sex of Participants,Both sexes,0.9959506988525392,biobert_sex_of_participants_20250221,False
3784,Sex of Participants,Both sexes,0.9967135190963744,biobert_sex_of_participants_20250221,False
4954,Sex of Participants,Both sexes,0.9933825731277466,biobert_sex_of_participants_20250221,False
1917,Sex of Participants,Both sexes,0.9955053329467772,biobert_sex_of_participants_20250221,False
6004,Sex of Participants,Both sexes,0.994385838508606,biobert_sex_of_participants_20250221,False
799,Sex of Participants,Both sexes,0.9930543303489684,biobert_sex_of_participants_20250221,False
4359,Sex of Participants,Both sexes,0.9960222840309144,biobert_sex_of_participants_20250221,False
7745,Sex of Participants,Both sexes,0.9938279986381532,biobert_sex_of_participants_20250221,False
6041,Sex of Participants,Both sexes,0.9936010241508484,biobert_sex_of_participants_20250221,False
6040,Sex of Participants,Both sexes,0.9936810731887816,biobert_sex_of_participants_20250221,False
6494,Sex of Participants,Both sexes,0.9959771037101746,biobert_sex_of_participants_20250221,False
6023,Sex of Participants,Both sexes,0.9933807849884032,biobert_sex_of_participants_20250221,False
716,Sex of Participants,Both sexes,0.9974339604377748,biobert_sex_of_participants_20250221,False
6581,Sex of Participants,Both sexes,0.9967480897903442,biobert_sex_of_participants_20250221,False
131,Sex of Participants,Both sexes,0.9941898584365844,biobert_sex_of_participants_20250221,False
6043,Sex of Participants,Both sexes,0.9947485327720642,biobert_sex_of_participants_20250221,False
9392,Sex of Participants,Both sexes,0.9969499707221984,biobert_sex_of_participants_20250221,False
5689,Sex of Participants,Both sexes,0.9977169036865234,biobert_sex_of_participants_20250221,False
6170,Sex of Participants,Both sexes,0.9978197813034058,biobert_sex_of_participants_20250221,False
4023,Sex of Participants,Both sexes,0.9934098124504088,biobert_sex_of_participants_20250221,False
8114,Sex of Participants,Not applicable,0.0064025563187897,biobert_sex_of_participants_20250221,False
3172,Sex of Participants,Both sexes,0.9962655901908876,biobert_sex_of_participants_20250221,False
6057,Sex of Participants,Unknown,0.1078128442168235,biobert_sex_of_participants_20250221,False
8344,Sex of Participants,Both sexes,0.995535135269165,biobert_sex_of_participants_20250221,False
7463,Sex of Participants,Both sexes,0.9945204854011536,biobert_sex_of_participants_20250221,False
8808,Sex of Participants,Both sexes,0.9957435727119446,biobert_sex_of_participants_20250221,False
6134,Sex of Participants,Both sexes,0.9761991500854492,biobert_sex_of_participants_20250221,False
6344,Sex of Participants,Both sexes,0.9969358444213868,biobert_sex_of_participants_20250221,False
956,Sex of Participants,Both sexes,0.9964479207992554,biobert_sex_of_participants_20250221,False
3176,Sex of Participants,Both sexes,0.9975112676620485,biobert_sex_of_participants_20250221,False
3179,Sex of Participants,Both sexes,0.99625563621521,biobert_sex_of_participants_20250221,False
6241,Sex of Participants,Unknown,0.016601288691163,biobert_sex_of_participants_20250221,False
3180,Sex of Participants,Both sexes,0.9964633584022522,biobert_sex_of_participants_20250221,False
3174,Sex of Participants,Both sexes,0.997710347175598,biobert_sex_of_participants_20250221,False
697,Sex of Participants,Unknown,0.037769466638565,biobert_sex_of_participants_20250221,False
6475,Sex of Participants,Both sexes,0.9963817596435548,biobert_sex_of_participants_20250221,False
1267,Sex of Participants,Both sexes,0.9862917065620422,biobert_sex_of_participants_20250221,False
5872,Sex of Participants,Both sexes,0.9938279986381532,biobert_sex_of_participants_20250221,False
4823,Sex of Participants,Not applicable,0.0062824301421642,biobert_sex_of_participants_20250221,False
6120,Sex of Participants,Unknown,0.0146172912791371,biobert_sex_of_participants_20250221,False
6011,Sex of Participants,Unknown,0.0180133394896984,biobert_sex_of_participants_20250221,False
163,Sex of Participants,Unknown,0.0536427199840545,biobert_sex_of_participants_20250221,False
3240,Sex of Participants,Both sexes,0.997379720211029,biobert_sex_of_participants_20250221,False
4509,Sex of Participants,Both sexes,0.997038722038269,biobert_sex_of_participants_20250221,False
917,Sex of Participants,Both sexes,0.9947645664215088,biobert_sex_of_participants_20250221,False
912,Sex of Participants,Both sexes,0.9978723526000975,biobert_sex_of_participants_20250221,False
7156,Sex of Participants,Both sexes,0.9923121333122252,biobert_sex_of_participants_20250221,False
7726,Sex of Participants,Both sexes,0.9977134466171264,biobert_sex_of_participants_20250221,False
6296,Sex of Participants,Both sexes,0.9940778017044068,biobert_sex_of_participants_20250221,False
3580,Sex of Participants,Not applicable,0.0105085270479321,biobert_sex_of_participants_20250221,False
143,Sex of Participants,Unknown,0.0492072962224483,biobert_sex_of_participants_20250221,False
1266,Sex of Participants,Both sexes,0.9967807531356812,biobert_sex_of_participants_20250221,False
3059,Sex of Participants,Both sexes,0.9952272176742554,biobert_sex_of_participants_20250221,False
1263,Sex of Participants,Both sexes,0.9919345378875732,biobert_sex_of_participants_20250221,False
203,Sex of Participants,Both sexes,0.9944228529930116,biobert_sex_of_participants_20250221,False
146,Sex of Participants,Unknown,0.0994691997766494,biobert_sex_of_participants_20250221,False
2406,Sex of Participants,Both sexes,0.9158185124397278,biobert_sex_of_participants_20250221,False
5595,Sex of Participants,Both sexes,0.996840238571167,biobert_sex_of_participants_20250221,False
6163,Sex of Participants,Both sexes,0.9922118186950684,biobert_sex_of_participants_20250221,False
5593,Sex of Participants,Both sexes,0.9974600672721864,biobert_sex_of_participants_20250221,False
3061,Sex of Participants,Both sexes,0.9956271648406982,biobert_sex_of_participants_20250221,False
6229,Sex of Participants,Unknown,0.0538335293531417,biobert_sex_of_participants_20250221,False
7727,Sex of Participants,Both sexes,0.9947850108146667,biobert_sex_of_participants_20250221,False
3177,Sex of Participants,Both sexes,0.99643874168396,biobert_sex_of_participants_20250221,False
7720,Sex of Participants,Both sexes,0.9951334595680236,biobert_sex_of_participants_20250221,False
3195,Sex of Participants,Both sexes,0.9964474439620972,biobert_sex_of_participants_20250221,False
6243,Sex of Participants,Both sexes,0.5196067690849304,biobert_sex_of_participants_20250221,False
9435,Sex of Participants,Not applicable,0.0125610334798693,biobert_sex_of_participants_20250221,False
2404,Sex of Participants,Both sexes,0.9201925992965698,biobert_sex_of_participants_20250221,False
6288,Sex of Participants,Both sexes,0.5498650670051575,biobert_sex_of_participants_20250221,False
6097,Sex of Participants,Unknown,0.0176847297698259,biobert_sex_of_participants_20250221,False
6114,Sex of Participants,Unknown,0.1462129950523376,biobert_sex_of_participants_20250221,False
6193,Sex of Participants,Unknown,0.0331315584480762,biobert_sex_of_participants_20250221,False
1771,Sex of Participants,Both sexes,0.9937612414360046,biobert_sex_of_participants_20250221,False
9436,Sex of Participants,Not applicable,0.0115319471806287,biobert_sex_of_participants_20250221,False
2766,Sex of Participants,Both sexes,0.9968754053115844,biobert_sex_of_participants_20250221,False
6144,Sex of Participants,Both sexes,0.9967304468154908,biobert_sex_of_participants_20250221,False
155,Sex of Participants,Unknown,0.0277181584388017,biobert_sex_of_participants_20250221,False
145,Sex of Participants,Unknown,0.1910596042871475,biobert_sex_of_participants_20250221,False
636,Sex of Participants,Both sexes,0.995969533920288,biobert_sex_of_participants_20250221,False
2388,Sex of Participants,Both sexes,0.9955934882164,biobert_sex_of_participants_20250221,False
641,Sex of Participants,Both sexes,0.9961115717887878,biobert_sex_of_participants_20250221,False
160,Sex of Participants,Both sexes,0.9861998558044434,biobert_sex_of_participants_20250221,False
1819,Sex of Participants,Both sexes,0.9938995838165284,biobert_sex_of_participants_20250221,False
634,Sex of Participants,Both sexes,0.9954938888549804,biobert_sex_of_participants_20250221,False
6285,Sex of Participants,Both sexes,0.9920825958251952,biobert_sex_of_participants_20250221,False
2393,Sex of Participants,Unknown,0.3291892409324646,biobert_sex_of_participants_20250221,False
638,Sex of Participants,Both sexes,0.9954718351364136,biobert_sex_of_participants_20250221,False
6101,Sex of Participants,Both sexes,0.9961535334587096,biobert_sex_of_participants_20250221,False
2256,Sex of Participants,Both sexes,0.9965272545814514,biobert_sex_of_participants_20250221,False
2257,Sex of Participants,Both sexes,0.9965272545814514,biobert_sex_of_participants_20250221,False
5935,Sex of Participants,Both sexes,0.9918089509010316,biobert_sex_of_participants_20250221,False
9486,Sex of Participants,Both sexes,0.9923036694526672,biobert_sex_of_participants_20250221,False
2421,Sex of Participants,Unknown,0.2145247906446457,biobert_sex_of_participants_20250221,False
2410,Sex of Participants,Both sexes,0.6204104423522949,biobert_sex_of_participants_20250221,False
137,Sex of Participants,Unknown,0.027986466884613,biobert_sex_of_participants_20250221,False
2525,Sex of Participants,Both sexes,0.9951441287994384,biobert_sex_of_participants_20250221,False
477,Sex of Participants,Both sexes,0.9967092275619508,biobert_sex_of_participants_20250221,False
2916,Sex of Participants,Both sexes,0.9977996945381165,biobert_sex_of_participants_20250221,False
5849,Sex of Participants,Both sexes,0.9966318011283876,biobert_sex_of_participants_20250221,False
1166,Sex of Participants,Both sexes,0.9735875129699708,biobert_sex_of_participants_20250221,False
2384,Sex of Participants,Both sexes,0.963922083377838,biobert_sex_of_participants_20250221,False
2409,Sex of Participants,Both sexes,0.8105002641677856,biobert_sex_of_participants_20250221,False
2043,Sex of Participants,Both sexes,0.9946901798248292,biobert_sex_of_participants_20250221,False
152,Sex of Participants,Unknown,0.2309139221906662,biobert_sex_of_participants_20250221,False
2405,Sex of Participants,Both sexes,0.9757100939750672,biobert_sex_of_participants_20250221,False
2407,Sex of Participants,Both sexes,0.9647381901741028,biobert_sex_of_participants_20250221,False
2414,Sex of Participants,Unknown,0.4808955788612366,biobert_sex_of_participants_20250221,False
53,Sex of Participants,Both sexes,0.9939139485359192,biobert_sex_of_participants_20250221,False
2387,Sex of Participants,Both sexes,0.983647882938385,biobert_sex_of_participants_20250221,False
8153,Sex of Participants,Both sexes,0.9893587827682496,biobert_sex_of_participants_20250221,False
6066,Sex of Participants,Unknown,0.31606125831604,biobert_sex_of_participants_20250221,False
2392,Sex of Participants,Both sexes,0.7438045740127563,biobert_sex_of_participants_20250221,False
2377,Sex of Participants,Both sexes,0.9427559971809388,biobert_sex_of_participants_20250221,False
2427,Sex of Participants,Both sexes,0.9170631766319276,biobert_sex_of_participants_20250221,False
5475,Sex of Participants,Both sexes,0.9810993075370787,biobert_sex_of_participants_20250221,False
4976,Sex of Participants,Both sexes,0.9975456595420836,biobert_sex_of_participants_20250221,False
2386,Sex of Participants,Both sexes,0.934985876083374,biobert_sex_of_participants_20250221,False
2417,Sex of Participants,Unknown,0.0596421733498573,biobert_sex_of_participants_20250221,False
2381,Sex of Participants,Both sexes,0.951945424079895,biobert_sex_of_participants_20250221,False
6080,Sex of Participants,Unknown,0.2093911617994308,biobert_sex_of_participants_20250221,False
5920,Sex of Participants,Both sexes,0.9953548908233644,biobert_sex_of_participants_20250221,False
4730,Sex of Participants,Both sexes,0.9922863245010376,biobert_sex_of_participants_20250221,False
3260,Sex of Participants,Not applicable,0.0071517336182296,biobert_sex_of_participants_20250221,False
7940,Sex of Participants,Unknown,0.2096867859363556,biobert_sex_of_participants_20250221,False
2255,Sex of Participants,Both sexes,0.9933915138244628,biobert_sex_of_participants_20250221,False
8380,Sex of Participants,Both sexes,0.99435955286026,biobert_sex_of_participants_20250221,False
6067,Sex of Participants,Both sexes,0.542361319065094,biobert_sex_of_participants_20250221,False
4014,Sex of Participants,Unknown,0.4020634293556213,biobert_sex_of_participants_20250221,False
6899,Sex of Participants,Both sexes,0.9970197081565856,biobert_sex_of_participants_20250221,False
2536,Sex of Participants,Both sexes,0.9955835938453674,biobert_sex_of_participants_20250221,False
6902,Sex of Participants,Both sexes,0.9955193996429444,biobert_sex_of_participants_20250221,False
4570,Sex of Participants,Not applicable,0.0208441372960805,biobert_sex_of_participants_20250221,False
2650,Sex of Participants,Both sexes,0.9895792603492736,biobert_sex_of_participants_20250221,False
9571,Sex of Participants,Both sexes,0.9954985976219176,biobert_sex_of_participants_20250221,False
3791,Sex of Participants,Both sexes,0.9977499842643738,biobert_sex_of_participants_20250221,False
4949,Sex of Participants,Male,0.0134183363988995,biobert_sex_of_participants_20250221,False
8351,Sex of Participants,Both sexes,0.996476709842682,biobert_sex_of_participants_20250221,False
4948,Sex of Participants,Male,0.0126367546617984,biobert_sex_of_participants_20250221,False
7130,Sex of Participants,Not applicable,0.0709508061408996,biobert_sex_of_participants_20250221,False
8154,Sex of Participants,Both sexes,0.9959664344787598,biobert_sex_of_participants_20250221,False
5914,Sex of Participants,Both sexes,0.99648916721344,biobert_sex_of_participants_20250221,False
5921,Sex of Participants,Both sexes,0.9942784309387208,biobert_sex_of_participants_20250221,False
5006,Sex of Participants,Both sexes,0.9975316524505616,biobert_sex_of_participants_20250221,False
58,Sex of Participants,Both sexes,0.984294295310974,biobert_sex_of_participants_20250221,False
9588,Sex of Participants,Both sexes,0.9946094751358032,biobert_sex_of_participants_20250221,False
3819,Sex of Participants,Both sexes,0.995203733444214,biobert_sex_of_participants_20250221,False
3822,Sex of Participants,Both sexes,0.9968940019607544,biobert_sex_of_participants_20250221,False
2939,Sex of Participants,Both sexes,0.9966771602630616,biobert_sex_of_participants_20250221,False
4025,Sex of Participants,Both sexes,0.9960137605667114,biobert_sex_of_participants_20250221,False
2552,Sex of Participants,Both sexes,0.9972162246704102,biobert_sex_of_participants_20250221,False
6524,Sex of Participants,Both sexes,0.9975789189338684,biobert_sex_of_participants_20250221,False
2763,Sex of Participants,Both sexes,0.9916295409202576,biobert_sex_of_participants_20250221,False
1913,Sex of Participants,Both sexes,0.9956631064414978,biobert_sex_of_participants_20250221,False
2044,Sex of Participants,Both sexes,0.9973885416984558,biobert_sex_of_participants_20250221,False
1239,Sex of Participants,Both sexes,0.9954202771186828,biobert_sex_of_participants_20250221,False
9232,Sex of Participants,Both sexes,0.948484480381012,biobert_sex_of_participants_20250221,False
6212,Sex of Participants,Unknown,0.1811194568872451,biobert_sex_of_participants_20250221,False
3903,Sex of Participants,Both sexes,0.996220886707306,biobert_sex_of_participants_20250221,False
4308,Sex of Participants,Both sexes,0.9915129542350768,biobert_sex_of_participants_20250221,False
530,Sex of Participants,Not applicable,0.3935622870922088,biobert_sex_of_participants_20250221,False
2113,Sex of Participants,Both sexes,0.9952190518379213,biobert_sex_of_participants_20250221,False
816,Sex of Participants,Both sexes,0.9962860345840454,biobert_sex_of_participants_20250221,False
7598,Sex of Participants,Both sexes,0.9967882633209229,biobert_sex_of_participants_20250221,False
5022,Sex of Participants,Both sexes,0.9971725344657898,biobert_sex_of_participants_20250221,False
1453,Sex of Participants,Both sexes,0.9958672523498536,biobert_sex_of_participants_20250221,False
1755,Sex of Participants,Both sexes,0.9943958520889282,biobert_sex_of_participants_20250221,False
3959,Sex of Participants,Both sexes,0.9954256415367126,biobert_sex_of_participants_20250221,False
3001,Sex of Participants,Both sexes,0.9963533878326416,biobert_sex_of_participants_20250221,False
5513,Sex of Participants,Both sexes,0.9971190690994264,biobert_sex_of_participants_20250221,False
2383,Sex of Participants,Both sexes,0.7364401817321777,biobert_sex_of_participants_20250221,False
2401,Sex of Participants,Unknown,0.2341624051332473,biobert_sex_of_participants_20250221,False
2378,Sex of Participants,Unknown,0.153028666973114,biobert_sex_of_participants_20250221,False
3112,Sex of Participants,Both sexes,0.992919147014618,biobert_sex_of_participants_20250221,False
7396,Sex of Participants,Both sexes,0.9974316954612732,biobert_sex_of_participants_20250221,False
9592,Sex of Participants,Both sexes,0.9834715127944946,biobert_sex_of_participants_20250221,False
1484,Sex of Participants,Both sexes,0.9951157569885254,biobert_sex_of_participants_20250221,False
336,Sex of Participants,Both sexes,0.974578320980072,biobert_sex_of_participants_20250221,False
2400,Sex of Participants,Both sexes,0.6765210032463074,biobert_sex_of_participants_20250221,False
